,molecular_weight
C05638,180.089878
C05639,161.047678
C05649,134.059246
C05650,136.074896
C05653,165.042593
C05658,133.052764
C05659,190.110613
C05669,119.021858
C05672,169.014009
C05678,141.019094
C05679,139.03983
C05680,153.05548
C05682,139.98746
C05684,127.901266
C05688,168.9642
C05689,182.97985
C05697,145.91183
C05698,182.97985
C05702,199.024574
C05715,128.058578
C05717,128.058578
C05823,122.003765
C05825,145.073893
C05827,124.063663
C05828,140.058578
C05829,190.058971
C05831,167.058243
C05834,163.063329
C05838,164.047344
C05840,131.021858
C05842,152.058578
C05843,152.058578
C05851,146.036779
C05852,152.047344
C05853,122.073165
C05933,190.10659
C05936,129.078979
C05938,147.053158
C05941,147.053158
C05942,111.032028
C05946,162.016438
C05947,163.048072
C05984,104.047344
C05994,176.068473
C06001,104.047344
C06002,102.031694
C06006,146.057909
C06007,148.073559
C06008,130.062994
C06010,132.042259
C06011,172.006839
C06029,148.037173
C06030,146.021523
C06031,148.037173
C06032,148.037173
C06033,176.032088
C06034,177.063722
C06035,158.021523
C06044,138.06808
C06050,181.037508
C06051,167.058243
C06052,165.042593
C06056,135.053158
C06066,184.109944
C06069,168.11503
C06070,182.094294
C06074,136.125201
C06075,136.125201
C06076,136.125201
C06078,136.125201
C06099,136.125201
C06102,130.062994
C06103,132.078644
C06104,146.057909
C06105,112.05243
C06114,199.095691
C06115,150.052823
C06151,180.063388
C06152,180.063388
C06153,180.063388
C06158,162.052823
C06159,162.052823
C06177,155.094629
C06179,141.115364
C06180,162.115698
C06182,141.115364
C06184,155.131014
C06185,198.136828
C06199,165.115364
C06201,190.047738
C06202,122.036779
C06203,192.042259
C06204,192.042259
C06205,162.06808
C06207,168.042259
C06210,156.042259
C06212,190.110613
C06213,174.115698
C06224,136.05243
C06231,142.074228
C06232,163.900716
C06234,161.068808
C06255,116.047344
C06257,134.057909
C06304,136.125201
C06305,136.125201
C06306,136.125201
C06307,136.125201
C06308,136.125201
C06316,146.021523
C06317,154.062994
C06321,156.042259
C06323,129.057849
C06324,145.052764
C06325,173.047678
C06326,189.100108
C06328,159.992722
C06329,191.982551
C06330,161.047678
C06331,175.063329
C06332,179.058243
C06333,173.014664
C06334,173.014664
C06335,173.014664
C06336,189.993594
C06337,166.026609
C06338,145.052764
C06339,179.058243
C06342,161.047678
C06343,145.052764
C06344,175.063329
C06345,159.068414
C06352,194.079038
C06353,194.079038
C06354,182.073165
C06358,162.06808
C06359,176.08373
C06360,190.09938
C06366,159.173548
C06367,195.977289
C06368,151.98746
C06381,132.064726
C06382,133.048741
C06393,104.058578
C06413,129.057849
C06414,173.047678
C06415,145.052764
C06417,117.078979
C06418,131.094629
C06419,155.069477
C06420,181.073893
C06423,144.11503
C06430,176.032088
C06440,176.032088
C06442,160.084792
C06451,126.008195
C06452,140.023845
C06454,138.008195
C06455,111.992545
C06456,125.97181
C06459,168.078955
C06463,120.042259
C06464,180.063388
C06465,180.063388
C06466,180.063388
C06467,180.063388
C06468,180.063388
C06471,148.073559
C06472,194.042653
C06473,194.042653
C06474,162.052823
C06477,194.042653
C06478,162.052823
C06484,151.996571
C06485,162.052823
C06502,153.06506
C06523,127.1361
C06524,148.100048
C06525,175.063329
C06550,183.935295
C06552,197.12766
C06553,170.080376
C06554,129.017441
C06555,103.038176
C06556,173.046823
C06557,155.08071
C06558,156.064726
C06559,187.062473
C06560,145.015523
C06575,134.10955
C06576,150.104465
C06577,148.088815
C06578,164.08373
C06579,198.089209
C06580,196.073559
C06582,184.073559
C06584,188.039278
C06588,154.07825
C06589,188.08373
C06593,113.084064
C06594,179.930033
C06598,197.940598
C06599,179.974485
C06600,177.958835
C06601,143.997807
C06602,161.96392
C06603,142.026609
C06607,170.016651
C06608,154.039495
C06609,109.969006
C06610,109.969006
C06614,105.982157
C06615,105.982157
C06647,154.018543
C06648,140.002892
C06660,198.064057
C06661,197.032422
C06662,199.048072
C06669,153.042593
C06670,189.958835
C06672,168.042259
C06674,189.993594
C06677,172.019415
C06678,188.014329
C06679,185.998679
C06680,182.021523
C06682,102.042927
C06697,122.90634
C06710,106.905093
C06711,182.073165
C06712,180.057515
C06719,128.047344
C06720,170.057909
C06725,191.058243
C06726,193.073893
C06727,140.08373
C06728,138.06808
C06729,170.057909
C06730,124.05243
C06731,170.057909
C06738,164.047344
C06746,163.099714
C06747,174.015078
C06756,106.07825
C06757,122.073165
C06758,120.057515
C06760,156.042259
C06761,128.047344
C06762,146.057909
C06763,179.079373
C06771,149.105193
C06772,105.078979
C06789,163.875411
C06790,129.914383
C06804,151.063329
C06809,163.030314
C06813,123.032028
C06818,151.1361
C06850,161.129003
C06876,107.037114
C06891,160.037173
C06892,178.047738
C06899,163.919862
C06936,182.091609
C06976,166.123189
C06990,112.007978
C07018,171.125929
C07036,198.184447
C07040,160.074896
C07054,137.058912
C07083,104.0626
C07084,138.06808
C07085,136.05243
C07086,136.05243
C07087,168.042259
C07088,186.008372
C07089,175.987636
C07091,114.031694
C07092,145.969006
C07093,179.974485
C07094,177.958835
C07096,161.96392
C07097,177.958835
C07098,195.924948
C07101,195.924948
C07102,159.992722
C07103,124.016044
C07106,186.046298
C07111,106.07825
C07112,122.073165
C07113,120.057515
C07114,164.047344
C07115,155.026855
C07123,170.057909
C07126,174.06808
C07130,180.064726
C07138,153.042593
C07142,192.126263
C07146,167.094629
C07147,160.100048
C07151,129.101445
C07155,133.089149
C07159,182.094294
C07164,149.120449
C07166,146.153147
C07182,121.073893
C07185,144.11503
C07189,136.05243
C07190,114.025169
C07203,171.064391
C07208,106.07825
C07209,120.057515
C07211,136.05243
C07212,106.07825
C07213,122.073165
C07214,120.057515
C07215,136.05243
C07216,122.073165
C07220,179.131014
C07236,179.1674
C07245,187.1361
C07271,152.120115
C07275,113.047678
C07276,170.13068
C07279,168.972015
C07280,132.965605
C07287,126.104465
C07288,128.120115
C07294,139.945465
C07295,123.950551
C07301,151.063329
C07308,137.966201
C07326,164.068473
C07327,107.037114
C07345,120.102454
C07351,196.073559
C07400,137.071488
C07410,181.097703
C07411,157.073893
C07414,159.104799
C07418,149.051049
C07428,178.074228
C07430,136.100048
C07432,177.115364
C07437,189.078979
C07438,149.120449
C07441,167.094629
C07446,123.032028
C07453,167.094629
C07454,153.101445
C07457,117.078979
C07458,172.030648
C07471,160.133754
C07473,174.149404
C07478,172.037173
C07479,172.037173
C07480,180.064726
C07481,194.080376
C07490,147.924948
C07494,182.087194
C07500,129.078979
C07505,141.078979
C07509,101.047678
C07511,167.1674
C07512,130.159575
C07514,135.104799
C07515,195.890225
C07516,183.971433
C07517,163.960727
C07518,183.971433
C07519,168.000984
C07523,178.135765
C07527,165.078979
C07555,153.042593
C07559,183.081477
C07561,151.875411
C07565,135.068414
C07569,170.051384
C07577,193.110279
C07581,132.043596
C07585,179.069477
C07587,160.013639
C07588,195.053158
C07591,179.094629
C07598,181.97075
C07599,152.033425
C07600,162.017306
C07615,186.046298
C07641,189.048955
C07648,167.026566
C07649,130.017856
C07651,134.087769
C07665,166.056469
C07672,101.070145
C07674,157.132746
C07714,191.042987
C07715,166.07825
C07717,198.06808
C07719,160.05243
C07720,148.05243
C07723,196.05243
C07724,198.06808
C07726,160.05243
C07727,132.057515
C07728,148.05243
C07729,168.057515
C07732,184.05243
C07832,167.094629
C07833,144.034193
C07834,132.078644
C07841,170.105528
C07875,193.110279
C07884,135.104799
C07889,163.1361
C07899,176.058578
C07904,191.131014
C07911,151.099714
C07921,195.089543
C07931,168.993056
C07939,187.112777
C07968,199.168462
C07997,182.086684
C08042,198.038905
C08055,175.024538
C08057,102.042927
C08060,167.073499
C08063,112.05243
C08130,109.900297
C08171,175.990795
C08201,181.086956
C08202,196.097856
C08219,165.868175
C08234,162.089209
C08235,178.084124
C08237,162.089209
C08257,194.079038
C08258,164.068473
C08259,164.068473
C08261,188.104859
C08262,102.06808
C08263,131.094629
C08264,147.064391
C08265,177.045964
C08266,190.058971
C08267,101.047678
C08268,127.063329
C08269,159.089543
C08270,134.069142
C08273,167.094629
C08276,120.0245
C08278,174.089209
C08279,100.05243
C08283,157.110279
C08284,190.10659
C08287,141.078979
C08288,173.116427
C08289,199.059306
C08290,182.080376
C08291,118.074228
C08292,127.063329
C08294,191.042987
C08295,177.045964
C08296,189.03857
C08298,160.048407
C08300,151.099714
C08301,149.084064
C08302,188.131349
C08303,127.110947
C08304,174.115698
C08305,100.063663
C08306,101.120449
C08311,114.042927
C08313,131.073499
C08346,150.052823
C08347,134.057909
C08348,194.042653
C08349,179.079373
C08350,194.042653
C08351,180.063388
C08352,164.068473
C08353,150.052823
C08354,150.052823
C08356,180.063388
C08369,146.022392
C08370,114.050321
C08372,125.963162
C08373,150.053692
C08374,170.203451
C08375,180.151415
C08380,114.104465
C08382,187.891654
C08383,120.006742
C08395,170.10955
C08398,168.057515
C08399,182.073165
C08434,149.070145
C08446,172.05243
C08447,198.06808
C08448,186.06808
C08453,176.08373
C08456,164.0626
C08457,166.07825
C08464,162.04695
C08471,156.11503
C08476,184.000788
C08486,196.14633
C08487,128.08373
C08489,168.11503
C08490,164.120115
C08492,100.088815
C08493,145.052764
C08498,168.11503
C08499,138.104465
C08501,156.11503
C08502,112.05243
C08511,197.105193
C08546,168.11503
C08571,184.14633
C08733,127.04941
C08734,128.033425
C08735,145.999538
C08736,146.983554
C08737,126.065394
C08774,172.05243
C09001,178.026609
C09017,190.09938
C09060,186.031694
C09089,186.115698
C09209,182.084398
C09263,178.026609
C09268,176.047344
C09305,186.031694
C09315,162.031694
C09348,189.078979
C09460,193.110279
C09633,184.125201
C09640,193.110279
C09642,179.094629
C09675,198.140851
C09772,154.09938
C09777,166.09938
C09785,168.11503
C09786,168.11503
C09790,170.13068
C09791,166.09938
C09792,166.09938
C09804,168.11503
C09814,103.042199
C09815,121.052764
C09822,128.08373
C09836,168.11503
C09837,196.14633
C09839,136.125201
C09840,150.104465
C09841,166.09938
C09842,168.11503
C09843,150.104465
C09844,154.135765
C09847,152.120115
C09848,154.135765
C09849,156.151415
C09853,198.089209
C09854,168.11503
C09858,164.08373
C09859,152.120115
C09861,196.14633
C09863,196.14633
C09868,150.104465
C09870,198.16198
C09871,154.135765
C09873,136.125201
C09875,136.125201
C09877,136.125201
C09880,136.125201
C09882,136.125201
C09884,150.104465
C09885,152.120115
C09887,166.09938
C09893,152.120115
C09896,166.09938
C09898,136.125201
C09900,136.125201
C09902,154.135765
C09904,164.08373
C09905,164.08373
C09906,152.120115
C09907,192.089878
C09908,150.104465
C09909,192.11503
C09910,147.104799
C09911,150.104465
C09913,150.104465
C09915,161.084064
C09957,149.047678
C09960,141.042593
C09962,193.073893
C09974,194.057909
C09987,167.1674
C09988,179.131014
C09989,183.162314
C09991,177.115364
C10124,189.100108
C10126,160.100048
C10128,141.078979
C10129,155.094629
C10132,189.100108
C10133,109.063997
C10138,125.120449
C10140,130.074228
C10141,163.084458
C10143,163.084458
C10144,147.089543
C10146,179.094629
C10149,127.063329
C10151,159.089543
C10152,143.131014
C10155,157.110279
C10158,151.099714
C10159,141.15175
C10160,146.084398
C10161,158.084398
C10162,175.1361
C10163,169.146664
C10164,123.032028
C10165,139.1361
C10168,143.131014
C10172,143.094629
C10173,173.105193
C10284,171.089543
C10290,192.042259
C10310,186.06808
C10321,155.094629
C10331,168.042259
C10356,185.105193
C10368,174.031694
C10387,188.047344
C10389,176.08373
C10398,188.047344
C10400,139.099714
C10411,199.120843
C10428,148.088815
C10435,192.078644
C10438,148.05243
C10447,182.057909
C10448,182.094294
C10452,148.088815
C10453,164.08373
C10454,178.09938
C10469,164.08373
C10470,194.057909
C10472,162.06808
C10475,162.06808
C10477,194.057909
C10478,178.09938
C10480,192.078644
C10490,162.06808
C10493,192.078644
C10575,180.138839
C10581,193.073893
C10588,195.089543
C10600,158.032757
C10625,184.100048
C10656,172.100048
C10659,186.079313
C10660,199.063329
C10663,159.068414
C10664,196.073559
C10665,174.091889
C10667,178.062994
C10675,152.047344
C10680,182.057909
C10684,196.073559
C10697,199.063329
C10700,136.05243
C10712,166.062994
C10726,196.073559
C10733,188.094963
C10761,136.05243
C10763,190.110613
C10765,184.073559
C10773,169.146664
C10787,154.062994
C10792,140.047344
C10804,152.047344
C10812,150.031694
C10832,138.031694
C10833,198.052823
C10841,165.115364
C10850,159.089543
C10851,175.084458
C10858,185.105193
C10864,141.115364
C10865,153.115364
C10866,155.094629
C10897,191.069477
C10898,175.085795
C10899,118.037842
C10900,118.026609
C10901,133.063997
C10906,180.063388
C10910,181.001991
C10916,167.105862
C10921,128.08373
C10922,187.963556
C10934,188.974819
C10935,191.131014
C10938,191.131014
C10945,164.047344
C10970,195.081477
C10974,101.084064
C10976,128.08373
C10996,160.084792
C10998,169.089149
C11001,149.120449
C11003,121.089149
C11004,121.089149
C11006,182.032757
C11008,182.032757
C11010,111.048427
C11013,111.048427
C11014,111.048427
C11015,190.077598
C11016,169.089149
C11033,111.00853
C11036,155.957463
C11040,170.964255
C11048,191.040485
C11052,190.062994
C11072,146.04015
C11074,132.0245
C11081,189.118735
C11086,187.103085
C11088,185.867975
C11101,126.031694
C11105,178.988843
C11106,101.047678
C11108,119.058243
C11109,103.063329
C11115,110.036779
C11116,128.022192
C11117,146.032757
C11119,118.020084
C11120,180.126263
C11129,147.032028
C11130,149.047678
C11148,145.909298
C11149,127.943185
C11150,161.904212
C11180,199.110947
C11196,162.046298
C11214,106.031317
C11215,138.901255
C11217,183.069557
C11224,164.094963
C11227,163.066699
C11233,194.057909
C11260,105.078979
C11283,198.038905
C11310,170.096974
C11320,168.066555
C11327,189.009578
C11335,109.065827
C11338,196.14633
C11343,153.042593
C11345,156.064726
C11348,122.073165
C11352,147.984656
C11353,147.992722
C11354,128.047344
C11357,162.115698
C11359,141.115364
C11360,148.100048
C11380,166.062994
C11382,136.125201
C11383,150.104465
C11384,154.135765
C11386,156.151415
C11387,152.120115
C11388,154.135765
C11389,154.135765
C11390,154.135765
C11391,136.125201
C11392,136.125201
C11393,154.135765
C11394,150.104465
C11395,152.120115
C11396,154.135765
C11397,154.135765
C11398,152.120115
C11399,154.135765
C11400,154.135765
C11401,152.120115
C11402,168.11503
C11403,168.11503
C11404,186.125594
C11405,184.109944
C11406,186.125594
C11408,152.120115
C11409,152.120115
C11410,154.135765
C11411,154.135765
C11412,152.120115
C11413,154.135765
C11414,168.11503
C11415,152.120115
C11416,154.135765
C11417,186.125594
C11418,168.11503
C11419,184.109944
C11420,186.125594
C11422,178.07825
C11427,172.05243
C11429,194.073165
C11430,194.073165
C11431,194.073165
C11432,194.073165
C11456,184.073559
C11457,166.062994
C11465,169.037508
C11466,183.053158
C11473,181.005361
C11474,149.033291
C11476,150.052823
C11480,138.06808
C11487,163.099714
C11497,198.00205
C11499,169.988509
C11503,161.047678
C11504,175.063329
C11511,149.032422
C11514,188.032088
C11515,188.032088
C11519,127.099714
C11520,109.089149
C11527,168.042259
C11537,169.988509
C11582,178.006454
C11588,184.073559
C11592,162.052823
C11627,114.923622
C11638,169.014009
C11651,168.11503
C11713,144.057515
C11714,144.057515
C11731,155.013792
C11735,103.063329
C11738,196.076726
C11764,140.040244
C11765,138.079313
C11768,183.089543
C11776,151.099714
C11777,179.105862
C11799,198.093917
C11820,195.089543
C11821,184.023255
C11822,103.026943
C11833,199.048072
C11837,171.089543
C11838,132.042259
C11842,187.084458
C11843,189.100108
C11846,168.089878
C11906,129.901195
C11913,192.099774
C11917,176.104859
C11918,126.031694
C11924,166.09938
C11937,168.11503
C11938,152.120115
C11939,150.104465
C11940,166.09938
C11941,152.120115
C11942,152.120115
C11943,168.11503
C11944,168.11503
C11950,128.08373
C11951,152.120115
C11952,154.135765
C12021,169.014009
C12026,183.053158
C12029,187.120843
C12033,180.089878
C12064,152.047344
C12088,162.06808
C12101,126.06808
C12104,142.09938
C12107,153.042593
C12108,171.053158
C12109,189.063722
C12110,139.063329
C12113,192.063388
C12114,166.037842
C12115,153.042593
C12121,173.068808
C12147,199.024574
C12204,194.057909
C12205,196.073559
C12206,166.062994
C12212,179.079373
C12215,199.024574
C12217,133.944164
C12218,107.94109
C12245,197.080041
C12269,147.053158
C12283,182.999014
C12286,192.151415
C12287,192.151415
C12289,172.14633
C12290,130.09938
C12292,172.14633
C12293,116.08373
C12294,182.13068
C12295,184.14633
C12296,130.09938
C12297,142.09938
C12298,198.16198
C12299,176.08373
C12300,196.14633
C12301,196.14633
C12302,196.14633
C12303,164.08373
C12304,116.08373
C12305,152.047344
C12306,196.14633
C12307,156.151415
C12312,133.052764
C12313,116.08373
C12314,130.062994
C12317,119.058243
C12323,167.058243
C12325,182.021523
C12343,192.078644
C12344,174.06808
C12345,189.078979
C12346,173.084064
C12440,141.115364
C12448,199.120843
C12449,185.105193
C12452,183.125929
C12453,183.125929
C12455,101.084064
C12459,190.09938
C12468,193.037508
C12477,169.037508
C12518,100.05243
C12535,157.110279
C12621,164.047344
C12622,182.057909
C12623,180.042259
C12836,193.998201
C12837,146.013457
C12838,140.010959
C12849,173.998679
C12876,163.030314
C12889,187.157229
C12988,187.084458
C12989,188.116092
C13008,174.079313
C13014,186.06808
C13034,198.94802
C13058,170.984449
C13189,197.799266
C13192,173.879143
C13194,135.91432
C13197,173.888659
C13198,117.882045
C13199,141.931269
C13244,188.094963
C13311,196.121178
C13342,150.06808
C13373,131.904155
C13392,128.0626
C13482,169.050394
C13515,101.914529
C13557,100.951525
C13558,141.940784
C13619,197.827937
C13635,152.047344
C13636,152.047344
C13637,122.073165
C13638,138.06808
C13650,175.110947
C13665,190.110613
C13672,186.064057
C13688,159.100777
C13692,138.090546
C13693,140.058578
C13694,127.063329
C13695,146.014998
C13696,129.078979
C13710,168.089878
C13711,156.035734
C13714,128.08373
