,Pathway_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332
mmu00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Mus musculus (mouse),G00164,G00163,G00162,G00157,C00054,C00053,C00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00561,Glycerolipid metabolism - Mus musculus (mouse),C00422,C00641,C00111,C00093,C00197,C00258,C00577,C00184,C00116,C00029,C00040,C00162,C11521,C00681,C00416,C05401,C00040,C13508,C04872,C00040,C06037,C06038,C04315,C06365,C20897,C03692,C06364,C01885,C02457,C00969,C06040,C06041,C04046,C06042,C20898,C20991,C00631,C00103,C02133,C00173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00562,Inositol phosphate metabolism - Mus musculus (mouse),C11557,C11555,C01272,C01204,C01245,C01243,C01284,C04520,C04563,C04477,C04579,C04063,C04062,C01220,C00092,C04006,C03546,C00191,C01177,C04637,C01277,C05981,C01194,C00641,C03659,C03660,C04287,C16737,C06892,C06893,C00222,C00024,C00111,C00118,C11556,C11554,C20251,C00137,C19891,C06153,C19794,C19799,C00691,C21643,C00558,C21644,C04549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Mus musculus (mouse),G13045,G12396,G00145,G00143,G00144,G00146,G13046,G13128,C00350,G13044,G00149,G00148,C00350,G10617,C00154,G10610,C01194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00564,Glycerophospholipid metabolism - Mus musculus (mouse),C06771,C06772,C00084,C00641,C01996,C04230,C00307,C00588,C00114,C00157,C00570,C01233,C00344,C03892,C00641,C01210,C13482,C03974,C00093,C00111,C00189,C03872,C00093,C00269,C01194,C00513,C00681,C00416,C00093,C03372,C05973,C04438,C05976,C00040,C05980,C05974,C02737,C00350,C01241,C00670,C00040,C00346,C04308,C04233,C03819,C18129,C18126,C18125,C18168,C18169,C00623,C04590,C04638,C18059,C20466,C20518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00565,Ether lipid metabolism - Mus musculus (mouse),C15647,C15646,C15645,C02773,C01264,C04756,C04317,C01233,C03968,C03201,C04635,C03820,C04598,C03372,C03715,C05212,C04361,C04517,C03454,C00670,C00958,C04475,C05977,C20859,C20825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00590,Arachidonic acid metabolism - Mus musculus (mouse),C03577,C14811,C14809,C14810,C14808,C14807,C14777,C14812,C14822,C14820,C14780,C14821,C14779,C14823,C14776,C04822,C14824,C14748,C14749,C14795,C14794,C13809,C14772,C14773,C14774,C14775,C14768,C14769,C14770,C14771,C14778,C14732,C14782,C14814,C14781,C14813,C14815,C04577,C04742,C06315,C06314,C04805,C00219,C02198,C00157,C02165,C00909,C05356,C02166,C01312,C00584,C00639,C00427,C05957,C14717,C05966,C05965,C05956,C05949,C04853,C05950,C05951,C05952,C05963,C05964,C05958,C00696,C05959,C05960,C05953,C05955,C05954,C05961,C05962,C06462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00591,Linoleic acid metabolism - Mus musculus (mouse),C04717,C14833,C14832,C14766,C14765,C14767,C14833,C14835,C14832,C14834,C14828,C14825,C14827,C00219,C00157,C14831,C07338,C14826,C01595,C06426,C07289,C14762,C04056,C07354,C14829,C03242,C14837,C14836,C20186,C19937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00592,alpha-Linolenic acid metabolism - Mus musculus (mouse),C11512,C16318,C08491,C16317,C16339,C16338,C16336,C16335,C16334,C16332,C16331,C16330,C16325,C16327,C16328,C16300,C16309,C16326,C04672,C01226,C16319,C04780,C16311,C16316,C16322,C16345,C00157,C16344,C16323,C16324,C16321,C16342,C16341,C16308,C16320,C06427,C16343,C16346,C16310,C04785,C08492,C19757,C21923,C21924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00600,Sphingolipid metabolism - Mus musculus (mouse),C00836,C12144,C12145,C12126,C01290,C06124,C01190,C01120,C00346,C06062,C05681,C02934,C00065,C00154,C00319,C00195,C02686,C01747,C03640,C02960,C00550,C06125,C06128,C06126,C06127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00601,Glycosphingolipid biosynthesis - lacto and neolacto series - Mus musculus (mouse),G00078,G00057,G00090,G00091,G00089,G00088,G00087,G00086,G00067,G00085,G00084,G00069,G00064,G00062,G00063,G00066,G00061,G00060,G00083,G00080,G00075,G00074,G00073,G00072,G00071,G00082,G00081,G00079,G00092,G00077,G00068,G00076,G00056,G00055,G00052,G00051,G00050,G00036,G00054,G00059,G00058,G00037,G00038,G00039,G00044,G00040,G00045,G00042,G00043,G00046,G00047,G00048,G00428,G00889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00603,Glycosphingolipid biosynthesis - globo and isoglobo series - Mus musculus (mouse),G00181,G00096,G00099,G00100,G00101,G00098,G00097,G00104,G00103,G00102,G00106,G00105,G00094,G00095,G00093,G00092,G00403,G00392,G02977,G00107,G11492,G13080,G13081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00604,Glycosphingolipid biosynthesis - ganglio series - Mus musculus (mouse),G00129,G00128,G00127,G00132,G00131,G00130,G00170,G00122,G00121,G00120,G00119,G00118,G00169,G00168,G00166,G00126,G00167,G00125,G00115,G00092,G00123,G00124,G00112,G00111,G00110,G00109,G00108,G00113,G00114,G00116,G00117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00620,Pyruvate metabolism - Mus musculus (mouse),C15973,C15972,C16255,C05125,C03248,C00074,C03981,C00058,C00149,C00332,C00024,C00227,C05993,C02504,C02488,C05994,C01251,C00083,C00084,C00033,C00186,C00256,C03451,C00937,C00424,C00546,C00022,C00036,C00068,C00122,C00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00630,Glyoxylate and dicarboxylate metabolism - Mus musculus (mouse),C00898,C00036,C00158,C00149,C04348,C03548,C00552,C03459,C00975,C01146,C00258,C01182,C00988,C00168,C00266,C01380,C00160,C00048,C00209,C00058,C00011,C02405,C06049,C00798,C00313,C00417,C00311,C00042,C01127,C00022,C01990,C01989,C02123,C03217,C00026,C00888,C00136,C00036,C00332,C03561,C00877,C18026,C18324,C06028,C00683,C00100,C00091,C06027,C00024,C01213,C00037,C00014,C00065,C00197,C00007,C00027,C00025,C00026,C00064,C20238,C00025,C03618,C01732,C00631,C00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00640,Propanoate metabolism - Mus musculus (mouse),C00222,C00804,C01013,C00099,C00083,C00109,C02876,C00163,C00186,C00827,C00100,C00683,C02170,C02335,C05668,C05984,C05989,C05983,C01213,C04225,C00091,C02225,C00042,C04593,C00024,C00132,C01845,C00207,C00164,C00332,C20783,C17530,C00033,C05979,C00479,C00111,C00583,C00424,C05235,C00546,C06002,C15973,C15972,C21017,C00068,C21018,C21250,C00894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00650,Butanoate metabolism - Mus musculus (mouse),C03046,C01769,C00810,C03044,C06010,C00022,C00042,C00122,C01384,C00497,C02527,C00246,C00136,C01412,C00877,C02411,C03058,C02630,C00026,C00024,C00356,C00332,C00164,C01089,C04546,C03561,C01144,C02331,C06143,C00989,C00232,C00334,C00025,C06142,C06144,C06145,C06146,C00741,C11062,C00091,C20657,C21390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00670,One carbon pool by folate - Mus musculus (mouse),C00504,C00415,C03479,C00143,C00440,C00664,C00234,C00445,C00101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00730,Thiamine metabolism - Mus musculus (mouse),C00082,C15809,C11437,C15814,C15813,C15812,C15811,C00097,C15810,C03373,C01279,C04556,C04752,C00118,C04327,C01081,C02892,C00068,C03028,C00378,C05856,C04294,C00037,C00003,C00018,C20246,C00037,C20247,C00022,C20784,C19872,C20267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00740,Riboflavin metabolism - Mus musculus (mouse),C15556,C00199,C00044,C01304,C01268,C04454,C04332,C05995,C00255,C00474,C01727,C00016,C00061,C18910,C01847,C01352,C03114,C15563,C01007,C04732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00750,Vitamin B6 metabolism - Mus musculus (mouse),C00118,C00117,C07335,C00232,C01215,C01270,C04604,C06050,C00971,C00250,C00534,C00647,C00018,C00627,C00266,C00314,C04773,C04690,C03393,C00279,C06051,C06052,C04106,C06054,C06055,C00847,C11638,C06056,C00064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00760,Nicotinate and nicotinamide metabolism - Mus musculus (mouse),C06178,C15523,C00022,C00163,C03652,C00922,C02295,C02930,C16390,C16159,C04226,C16152,C03458,C03056,C16151,C15986,C01297,C01056,C16150,C00006,C00003,C00857,C00455,C01185,C03722,C00111,C00049,C00122,C01384,C01596,C01059,C01020,C00253,C02918,C03150,C05840,C05841,C05380,C01004,C05843,C05842,C03043,C00153,C19631,C00232,C18232,C20381,C00334,C15987,C20361,C19569,C19567,C21154,C21075,C00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00770,Pantothenate and CoA biosynthesis - Mus musculus (mouse),C03688,C00022,C04272,C00141,C00183,C00966,C00522,C00864,C00097,C04352,C01134,C00882,C00054,C00229,C00010,C00831,C00099,C02642,C00429,C00106,C04079,C01053,C01088,C00049,C18911,C03492,C05944,C06010,C05665,C00750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00780,Biotin metabolism - Mus musculus (mouse),C02656,C01063,C01092,C01909,C01037,C00120,C00047,C05552,C01894,C05921,C06250,C19845,C19846,C01209,C19673,C20372,C20373,C20374,C20375,C20376,C20377,C20378,C20683,C20384,C20385,C20386,C20387,C00086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00785,Lipoic acid metabolism - Mus musculus (mouse),C16241,C16238,C22160,C15972,C22159,C06423,C15973,C01944,C02051,C05752,C02972,C02147,C22161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00790,Folate biosynthesis - Mus musculus (mouse),C11355,C00251,C00044,C04895,C03684,C04244,C00272,C00268,C04874,C00266,C01300,C04807,C00921,C00568,C00415,C00504,C00101,C09332,C03541,C05927,C05926,C05925,C05924,C05923,C05922,C01217,C06148,C18239,C20239,C20248,C15996,C16675,C18802,C02587,C21310,C19848,C18237,C19871,C21485,C21486,C21094,C20264,C15522,C20567,C20566,C21065,C20562,C21107,C00156,C00119,C21008,C21007,C01304,C00835,C02953,C21640,C20559,C06313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00830,Retinol metabolism - Mus musculus (mouse),C05917,C00473,C00376,C02094,C00777,C02075,C00899,C02110,C16682,C16681,C15493,C15492,C00778,C05914,C05915,C05916,C03455,C05916,C11061,C16677,C16678,C16683,C16680,C16679,C21797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
