,Pathway_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332
mmu00290,"Valine, leucine and isoleucine biosynthesis - Mus musculus (mouse)",C00188,C06032,C02226,C02612,C00024,C00022,C00109,C06006,C14463,C06007,C00671,C00407,C00183,C00141,C04272,C04181,C06010,C02504,C02631,C04411,C04236,C00233,C00123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00310,Lysine degradation - Mus musculus (mouse),C05825,C05161,C00877,C01144,C00332,C00024,C00322,C00527,C00489,C00956,C00408,C00450,C04076,C03273,C04092,C03239,C00449,C00431,C05548,C02727,C00047,C00990,C03087,C01142,C01186,C03656,C00739,C02188,C05544,C01211,C05545,C04487,C05546,C03793,C01259,C01181,C00487,C01149,C00037,C04020,C05231,C00136,C00164,C03366,C16741,C03196,C00026,C00042,C12455,C01672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00330,Arginine and proline metabolism - Mus musculus (mouse),C00062,C00077,C00134,C00555,C00334,C15699,C15700,C15767,C00315,C01137,C00750,C00019,C02714,C05936,C02946,C03771,C01035,C02647,C03078,C00884,C00581,C00300,C02305,C00791,C02565,C01043,C00213,C00086,C03166,C18172,C00441,C18174,C03375,C00986,C00436,C00223,C18326,C00406,C10497,C04498,C18325,C01682,C04137,C05945,C05933,C00533,C05931,C03296,C03415,C05932,C00025,C03287,C03440,C00433,C05942,C05941,C03912,C00022,C01157,C04281,C05947,C05946,C00048,C05938,C01877,C00148,C00431,C03564,C01110,C05939,C05147,C00763,C04282,C00012,C00179,C19706,C01250,C01165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00340,Histidine metabolism - Mus musculus (mouse),C00119,C02739,C02741,C04896,C04916,C04677,C04666,C01267,C01100,C00860,C00049,C01044,C03409,C05133,C05131,C04437,C02835,C05130,C00388,C01929,C01152,C01262,C00386,C00135,C05127,C05135,C03277,C05568,C05571,C05570,C05575,C00785,C05572,C00026,C16673,C16674,C03680,C00439,C05565,C01045,C00025,C05827,C05828,C05829,C20522,C20995,C20994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00350,Tyrosine metabolism - Mus musculus (mouse),C06044,C06046,C04186,C04642,C04052,C05600,C00232,C00042,C00164,C00122,C01061,C05596,C05595,C01161,C00642,C05338,C01036,C00530,C00022,C02514,C02167,C00628,C05585,C03964,C03765,C00483,C01179,C05350,C00082,C00146,C04368,C02515,C01060,C02465,C01829,C02442,C03077,C03063,C06201,C06199,C05593,C00544,C04185,C00822,C05604,C01693,C05578,C05579,C00355,C04045,C03758,C05587,C04043,C05581,C01161,C05582,C00547,C05589,C00788,C05588,C05583,C05584,C05580,C05577,C05576,C05594,C22038,C04797,C01850,C04796,C06047,C06048,C17937,C17938,C17935,C17936,C10447,C00811,C01384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00360,Phenylalanine metabolism - Mus musculus (mouse),C12621,C00084,C00022,C03589,C00596,C00122,C12624,C12623,C12622,C11588,C05853,C02265,C05620,C02763,C00166,C01772,C01586,C04044,C00512,C03519,C01198,C05629,C00180,C00079,C05607,C06207,C05852,C04148,C04479,C00042,C00582,C05593,C02505,C00642,C05598,C05332,C07086,C00601,C11457,C00805,C02137,C00512,C15524,C17268,C08301,C08300,C16719,C01575,C02765,C04351,C00082,C00423,C19975,C19946,C19945,C14144,C14145,C02232,C00091,C00024,C20062,C00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00380,Tryptophan metabolism - Mus musculus (mouse),C05663,C05639,C05652,C05638,C05651,C05648,C02172,C02298,C05658,C02775,C05655,C05654,C05656,C05641,C01111,C01249,C00024,C01717,C01252,C00328,C02700,C00463,C03574,C03230,C02693,C05646,C00643,C00078,C00332,C01144,C00877,C00527,C00322,C02220,C03824,C03722,C04409,C00632,C02470,C05645,C05637,C05636,C03227,C02161,C01987,C05640,C00780,C05635,C05659,C05647,C00978,C01598,C05643,C05642,C05644,C22006,C00954,C00637,C00398,C05660,C05832,C00955,C05834,C05831,C05830,C00108,C02938,C05653,C06212,C06213,C03453,C17203,C02937,C16518,C16516,C05837,C00463,C16517,C00331,C10164,C08313,C22202,C05835,C05634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00400,"Phenylalanine, tyrosine and tryptophan biosynthesis - Mus musculus (mouse)",C00279,C00074,C04691,C00944,C00296,C02637,C00493,C03175,C01269,C00251,C00079,C00119,C00108,C04302,C01302,C03506,C00463,C00078,C00082,C01179,C00254,C00826,C00166,C16850,C00441,C16848,C01094,C00354,C20653,C20654,C20327,C17235,C00587,C20710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00410,beta-Alanine metabolism - Mus musculus (mouse),C00429,C02642,C00099,C00083,C00024,C00383,C05669,C05670,C01073,C05665,C00986,C00315,C00049,C00750,C00864,C00222,C01013,C05668,C00894,C00100,C02335,C00386,C00135,C05340,C05341,C03722,C00804,C00555,C00334,C01262,C00106,C03492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00430,Taurine and hypotaurine metabolism - Mus musculus (mouse),C00094,C06735,C00041,C00022,C14179,C00227,C00024,C00606,C00519,C01678,C00097,C00506,C00245,C00593,C05123,C01959,C03149,C05844,C05122,C00033,C00025,C00026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00440,Phosphonate and phosphinate metabolism - Mus musculus (mouse),C00074,C02798,C05672,C17942,C03167,C03557,C05682,C00033,C17940,C06455,C17943,C05679,C05683,C05678,C05673,C05677,C05681,C05680,C06459,C05676,C06456,C17945,C06367,C06368,C17947,C17948,C17949,C17950,C17952,C17951,C04650,C06457,C17962,C17941,C05674,C05675,C00084,C06451,C20396,C20422,C20423,C20440,C00022,C01151,C20986,C00117,C21372,C00037,C21403,C21404,C01438,C21613,C00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00450,Selenocompound metabolism - Mus musculus (mouse),C01528,C05697,C05684,C05172,C06481,C06482,C05689,C05695,C05688,C05699,C05698,C05335,C05690,C05336,C00017,C05703,C02535,C18902,C18904,C16638,C06481,C18870,C18872,C18871,C18893,C05686,C18905,C00041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00471,D-Glutamine and D-glutamate metabolism - Mus musculus (mouse),C00064,C00819,C03933,C05723,C00025,C00217,C02671,C00692,C01212,C01050,C02237,C00026,C22053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00472,D-Arginine and D-ornithine metabolism - Mus musculus (mouse),C03564,C01110,C03341,C03943,C03771,C00077,C00515,C01667,C00062,C00792,C00134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00480,Glutathione metabolism - Mus musculus (mouse),C00024,C00151,C01879,C00097,C00025,C00037,C01419,C03740,C00051,C00669,C03646,C00127,C00005,C00006,C01322,C02320,C05730,C00025,C05729,C00037,C05726,C05727,C00077,C00134,C00315,C02090,C03170,C00005,C00006,C05422,C00072,C16664,C16663,C00750,C16562,C16563,C16564,C01672,C16565,C16566,C16567,C16568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00500,Starch and sucrose metabolism - Mus musculus (mouse),C00092,C00092,C00095,C05731,C02591,C00089,C00029,C00031,C00085,C00092,C00031,C01231,C00501,C00394,C00965,C00498,C00208,C00721,C01935,C00973,C00092,C00689,C01083,C00663,C00031,C02995,C00089,C01083,C00963,C00718,C00031,C00185,C01725,C06215,C00208,C00252,C16688,C01898,C00760,C20237,C00369,C06400,C00103,C00031,C00718,C00372,C03323,C00372,C00185,C04534,C00085,C00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00510,N-Glycan biosynthesis - Mus musculus (mouse),G10596,G00022,G00021,G00020,G00019,G00018,G00017,G00016,G00015,G00014,G00013,G00012,G00011,G00171,G00009,G00008,G00007,G00006,G00005,G00004,G00003,G00002,G00001,C03021,C01246,C03862,C00621,C00381,C00110,G10526,G10595,G10597,G10598,G10599,G00010,C06081,G10694,C00096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00511,Other glycan degradation - Mus musculus (mouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00512,Mucin type O-glycan biosynthesis - Mus musculus (mouse),G00034,G00033,G00032,G00031,G00030,G00029,G00028,G00027,G00026,G00025,G00023,G00035,C02189,G10611,G00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00513,Various types of N-glycan biosynthesis - Mus musculus (mouse),G11040,G10841,G01813,G12625,G12626,G00012,G00011,G13047,G13048,G13049,G13050,G00016,G00017,G10716,G11000,G11933,G00014,G00013,G00012,G00011,G00015,G00011,G00012,G00013,G00014,G10770,G13057,G13058,G13059,G00011,G00012,G00013,G00014,G10770,G05477,G10920,G00015,G12617,G13055,G13056,G00011,G00012,G00013,G00014,G10694,G00179,G10665,G10694,G10694,G10694,G10694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00514,Other types of O-glycan biosynthesis - Mus musculus (mouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00515,Mannose type O-glycan biosynthesis - Mus musculus (mouse),C02189,G10617,G13082,G13027,G13026,G13085,G13088,G13100,G13028,G13086,G13083,G13089,G13090,G13087,G13092,G13093,G13099,G13096,G13091,C01068,C00063,C00789,G13094,G13095,G13097,G13098,G13084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00520,Amino sugar and nucleotide sugar metabolism - Mus musculus (mouse),C00357,C00140,C04501,C00043,C00645,C04257,C06241,C05345,C00352,C06156,C13952,C06240,C04631,C01050,C16698,C02713,C00270,C00128,C03410,C03691,C00999,C00996,C04573,C06023,C00461,C00734,C01674,C00329,C00203,C00329,C00140,C02336,C00461,C01170,C20395,C20359,C19725,C19745,C19823,C19961,C19971,C19972,C20082,C20083,C02199,C17328,C04089,C00029,C00191,C05385,C00167,C00333,C04037,C00617,C00190,C00935,C00668,C00267,C16155,C16153,C16154,C16156,C00259,C03906,C11521,C01623,C00976,C00394,C00668,C00267,C04297,C03598,C03599,C00446,C00052,C00984,C00103,C00159,C00636,C00096,C00103,C00325,C02985,C01019,C03117,C02977,C01222,C02280,C15925,C17327,C00031,C00275,C00159,C00031,C01219,C00498,C00714,C02474,C00181,C02352,C02330,C17326,C00501,C20638,C20672,C04613,C04630,C20357,C20424,C20418,C20419,C18094,C03733,C16157,C01788,C21027,C02713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00524,"Neomycin, kanamycin and gentamicin biosynthesis - Mus musculus (mouse)",C00031,C00092,C17209,C17580,C17581,C02627,C17582,C01743,C17583,C01441,C18004,C01759,C17587,C00043,C17588,C17589,C15652,C01737,C18005,C17586,C17585,C00229,C00025,C18006,C18007,C18008,C18009,C20353,C20350,C20351,C00825,C20509,C01822,C01823,C21176,C17584,C20699,C21252,C12210,C00029,C12211,C20614,C21251,C21253,C00043,C21259,C00397,C18001,C17701,C21265,C21266,C01917,C17702,C17703,C21267,C21268,C21269,C17704,C00908,C17706,C21270,C02033,C07656,C17705,C21257,C21255,C21256,C21258,C18002,C21261,C21262,C21260,C21263,C17712,C18003,C21254,C01555,C17997,C18000,C17707,C00832,C21264,C12211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00531,Glycosaminoglycan degradation - Mus musculus (mouse),G01391,G13074,G13073,G01977,G01945,G02632,G09660,G13040,G13039,G13038,G13037,G13036,G13035,G13034,G00872,G13043,G12336,G13042,G13041,C00925,C00426,C00634,C00573,G10505,G00526,G00711,G10008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Mus musculus (mouse),C00054,C00053,G00160,G00159,G00158,G00157,G00156,G00155,G00154,C02189,C00401,C01490,C00054,C00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00533,Glycosaminoglycan biosynthesis - keratan sulfate - Mus musculus (mouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
