compound,formula,mass
18663,C3H7ClO2,110.539
18664,C3H6O2,74.07854
149744,C12H18N4O6,314.298
149745,C12H16N4O5,296.283
149747,C13H18N4O4,294.311
149748,C11H16N4O4,268.273
149749,C11H14N4O3,250.258
149750,C11H14N4O3,250.258
149751,C12H18N4O6,314.298
149752,C13H18N4O4,294.311
149753,C9H12N4O4,240.219
149754,C9H10N4O3,222.204
149755,C9H10N4O3,222.204
149757,C10H14N4O4,254.246
149758,C10H12N4O3,236.231
149759,C4H9NO3,119.12
149761,C24H20BrClN6O3,555.82
149762,C24H22ClF3O3,450.88
149763,C24H22ClF3O3,450.88
149764,C24H22ClF3O3,450.88
149766,C9H10O2,150.177
149767,C9H10O2,150.177
18697,C6H12O4,148.15708
149772,C6H8N2O,124.143
149774,C18H30O3S,326.5
18703,C6H10NO2,128.1496
149775,C18H30O3S,326.5
149776,C18H30O3S,326.5
149781,C8H13NO2,155.197
149783,C6H3ClO3,158.54
149784,C49H90O20,999.239
149785,C19H17FN8O2,408.397
18718,C3H5BrO,136.9752
18719,C3H7BrO2,154.99048
18721,C3H7ClO2,110.53918
18743,C15H20O4,264.3169
133985,C18H31O4,311.437
149836,C29H39N5O8,585.6487
133992,C20H36NO3,338.506
18790,C6H11O4,147.14914
18809,C3H4Cl2,110.97
133997,C12H11ClF2N2O2,288.678
18814,C10H6O7S,270.21644
18820,C4H7NO2,101.10392
18822,C20H34O,290.48336
134000,(C5H8)n.C84H144N2O57P2,134000
134001,C15H18NO3,260.309
18844,C15H20O3,248.3175
134004,(C5H8)n.C102H174N2O72P2,134004
18853,C2H8N2,60.0983
134005,(C5H8)n.C108H184N2O77P2,134005
18855,C6H2Cl4,215.89088
134006,C6H14O8PR,245.145
18859,C3H5Br3,280.7838
134008,C8H16O8PR,271.182
134009,C9H15O9PR2,298.184
134010,C7H13O9PR2,272.147
18882,C2H2Cl2,96.94268
18887,C6H8O2,112.12652
134013,C35H66O4,550.897
18898,C3H6N2O7,182.0889
134014,C35H66O4,550.897
18904,C6H4Cl4,217.90676
134016,C37H68O4,576.935
281056,C16H15ClN3O4,348.761
18914,C20H34NO14,512.4823
18915,C14H24NO10,366.34161
18917,C3H6Cl2O,128.985
134018,C5H8NO3R,130.122
18920,C3H5N5O4,175.1031
18921,C3H6N2O7,182.0889
134019,CHO4R,77.016
149999,C5H8O6,164.113
150000,C5H806,164.113
150001,C5H8O6,164.113
150005,C20H20N2O2,320.392
134022,C29H40NO3,450.634
150012,C17H12Cl2O7,399.18
150013,C15H12O4,256.257
150014,C68H121N2O36P,1573.668
150015,C9H14N,136.217
150016,C15H14O5,274.272
18945,C7H14N2,126.2
150018,C4H9NO2,103.121
150017,C87H152N4O52P2,2148.097
150019,C106H183N6O68P3,2722.525
150020,C15H12O5,272.256
150021,C15H14O5,274.272
18961,C7H15N2,127.20748
150053,C14H25NO11,383.35
134032,C20H33NO18,575.473
134034,C14H25NO12,399.348
134035,C24H44NO3,394.612
150076,C18H32O15,488.439
150078,C12H22O11,342.297
150079,C12H22O11,342.297
150085,C12H22O11,342.297
19023,C6H11NO2,129.157
19024,C10H9NO4S,239.2488
19029,C3H10NO4P,155.0896
19030,C3H9NO,75.1097
19032,C2H4BrCl,143.40986
150112,C11H18O11,326.254
134044,C4H4O2,84.074
19051,C10H14O3,182.21636
150132,C9H18O8,254.235
19062,C11H15N5O5,297.2675
19065,C11H14N4O5,282.2527
19068,C10H14N2O6,258.228
19074,C3H4N4O2,128.08962
19075,C3H8N4O4,164.12018
150150,C14H25NO11,383.35
150151,C14H23NO12,397.333
19082,C20H20O6,356.3692
19083,C14H9O4S,273.28486
19092,C4H7N,69.10512
150173,C16H28N2O11,424.403
150174,C12H22O10,326.298
150178,C5H10O5,150.13
134059,C26H42N2O2,414.625
19135,C18H30O3,294.429
19138,C20H32O3,320.46628
150211,C12H24N2O9,340.329
150213,C9H18O8,254.235
19143,C12H20O3,212.2854
19144,C12H20O3,212.2854
150215,C12H22O11,342.297
150237,C14H21NO12,395.317
150274,C12H24O11,344.313
19203,C4H5N,67.08924
134075,C41H82NO8P,748.067
148206,C16H28O14,444.386
134076,C41H82NO8P,748.067
134077,C41H82NO8P,748.067
150290,C5H10O5,150.13
134078,C41H82NO8P,748.067
150295,C14H25NO11,383.35
150296,C16H28N2O11,424.403
19226,C11H16N2O6,272.2545
19227,C10H14N2O6,258.228
19228,C10H15N3O5,257.24332
19229,C11H15N5O5,297.2675
19231,C10H14N2O6,258.228
19232,C17H22N2O7,366.366
134080,C26H36N2O4,440.576
150304,C11H20O10,312.271
134081,C26H36N2O4,440.576
19254,C5H9O3R,117.123
150326,C12H24O11,344.313
150328,C12H22O11,342.297
134087,C15O2R10,212.16
19274,C12H20N2O7,304.29648
19280,C14H14O2,214.25976
19283,C14H9O4,241.21886
19287,C15H14O4,258.26926
19289,C12H17N5O5,311.29408
19290,C27H44O3,416.63646
19297,C6H3Cl3O5,261.44312
19298,C6HCl3O4,243.42784
412516,C6H6O3,126.11
150373,C9H18O8,254.235
150380,C14H25NO11,383.35
19315,C4H7O4,119.09598
19324,C3H3O10P2,260.9974
19327,C12H9O6,249.19626
150400,C12H22O10,326.298
19331,C8H4Cl3O3,254.47366
19332,C7H11N3,137.18246
19333,C7H5Cl3O,211.4721
19336,C7H8O3,140.13662
19338,C7H7O5,171.12748
19341,C7H11N3O,153.1817
19342,C7H9N3O2,167.1653
134102,C5H9NO3,131.13
19351,C8H5Cl2O3,220.03
19357,C7H9N3O4,199.1641
150430,C14H25NO11,383.35
19363,C10H10N2O2,190.19868
19371,C10H10Br2O2,321.9932
19373,C6H2Cl2O5,224.98248
19375,C6H2Cl2O4,208.98308
150447,C14H25NO11,383.35
150453,C16H28N2O11,424.403
19389,C7H9N3O2,167.1653
19390,C6H4Br2O2,267.90276
19391,C6H4Br2O,251.90336
136234,C40H76NO10P,762.007
150486,C14H25NO11,383.35
134117,C30H51O4P,506.698
19418,C8H9NO6,215.1602
150497,C11H20O10,312.271
19448,C7H7NO5,185.13422
19450,C6H11NO3,145.15648
19452,C7H7N3O4,197.1482
150524,C6H12O6,180.156
543745,C18H16O7,344.3154
150534,C12H22O11,342.297
19471,C6H12N2O,128.17236
150544,C12H22O11,342.297
19475,C5H11NO2,117.1463
150550,C12H22O10,326.298
19480,C6H3BrO5,234.98902
19500,C6H7ClO5,194.57
19503,C11H14ClNO,211.688
19504,C6H3ClO4,174.53832
19511,C15H28O7P2,382.32614
19515,C15H28O7P2,382.32614
134142,C21H38O4,354.525
19543,C6H10O7,194.1394
19544,C27H42O6,462.61878
19549,C27H45O9P,544.61456
543841,C20H22O6,358.3851
134144,C23H38O4,378.546
134145,C23H36O4,376.53
19566,C27H44O5,448.63526
19567,C27H45O8P,528.61516
134147,C25H40O4,404.584
134148,C25H38O4,402.568
19577,C7H5FO2,140.1118
134149,C18H35NO3,313.476
150651,C12H22O10,326.298
150654,C12H22O11,342.297
134150,C18H33NO3,311.46
19586,C4H3O,67.06602
134151,C20H39NO3,341.529
19591,C6H10O,98.143
19593,C20H20O7,372.3686
134152,C20H37NO3,339.513
150666,C6H12O6,180.156
134153,C20H35NO3,337.497
150673,C11H20O10,312.271
19602,C11H8O6,236.1776
19603,C11H10O4,206.1947
19608,C13H10O4,230.2161
19609,C13H10O4,230.2161
19610,C11H10O5,222.1941
134155,C18H35NO2,297.477
150680,C11H18O11,326.254
134156,C18H33NO2,295.461
19615,C9H8O6,212.15622
134158,C20H37NO2,323.514
150697,C11H20O10,312.271
134159,C20H35NO2,321.498
150712,C14H23NO12,397.333
19641,C4H7O3,103.0966
19643,C8H6O5,182.1302
19644,C7H7N3O5,213.1476
19660,C18H36O3,300.4766
19662,C4H8O2,88.10512
134166,C19H38NO4,344.51
134167,C19H36NO4,342.494
19672,C6H6O5,158.10884
19680,C5H7O3,115.10728
19688,C11H15N5O4,281.2679
19702,C11H15N5O5,297.2675
19733,C10H13O3,181.2084
19751,C6H7O3,127.11798
150826,C14H25NO11,383.35
19760,C14H10O,194.2286
19761,C14H9O4S,273.28486
19775,C10H6NO2,172.1607
19780,C9H13N3O4S,259.28334
19784,C15H28O7P2,382.32614
150861,C9H14N,136.217
150862,C13H15NO3,233.267
150863,C13H19N2O2,235.306
150864,C13H16N2O2,232.283
19793,C27H44O8,496.6335
150865,C12H16O4,224.256
150867,C17H12Cl2O7,399.18
150868,C17H11Cl2O7,398.17
150869,C12H16N5O13P3,531.203
150866,C12H14N5O7P,371.246
19799,C27H45O10P,560.61396
19804,C27H44O7,480.63406
19809,C28H48O,400.68012
19812,C28H46O,398.66424
19814,C27H44O5,448.63526
134196,C7H10NO6PS,267.198
150907,C12H22O10,326.298
19868,C8H8O3,152.1473
19869,C6H5Cl3O2,215.4608
150940,C56H94N4O41,1479.355
134210,C21H28NO4,358.452
19891,C9H8O5,196.1568
19896,C7H5Br2NO2,294.928
134213,C22H28NO4,370.463
19904,C6H5Cl2N,162.01604
19923,C15H18N4O5,334.3272
19928,C13H19N3O8,345.3053
19929,C9H10O3,166.1739
19950,C8H7O5,183.13818
19954,C29H47O10P,586.65124
19960,C9H10NO3,180.1806
19963,C6H6NO3S,172.18278
19981,C6H7ClO2,146.57128
19982,C3H3ClO2,106.508
19984,C7H4ClO2,155.55816
134231,C42H84NO8P,762.094
20000,C28H46O4,446.66244
134233,C20H27O4,331.427
134235,C37H68O4,576.935
20011,C8H13O8R,237.184
20013,C12H20N2O9,336.29528
134236,C37H71O8P,226.078
20021,C7H5FO2,140.1118
20025,C4H3O,67.06602
134238,C7H12NO8P,269.146
20030,C6H10O,98.143
134239,C43H76NO8P,766.039
136259,C44H78NO10P,812.066
134242,C45H78NO8P,311.226
20051,C6H9O4,145.13326
20052,C27H44N7O19P3S,895.66132
20056,C5H9NO3,131.1299
20060,C24H39N7O18P3SR,838.589
134246,C26H42N7O20P3S,897.635
20067,C4H8O3,104.10452
20070,C6H11O3,131.14974
134247,C18H32O4,312.445
134248,C18H31O4,311.437
134250,(C8H15NO8PR)n.C16H32N2O17P2R2,134250
282234,C41H66O13,766.9549
20096,C18H35NO2,297.476
134252,C9H11Cl2N4,246.117
20106,C9H10O5,198.1727
20109,C8H8NO3,166.15406
20110,C8H8O2,136.1479
20114,C10H9NO,159.1846
20129,C10H15N3O5,257.24332
20140,C10H9N,143.1852
20141,C8H8O3,152.1473
151217,C12H22O11,342.297
20156,C19H27OR,271.418
134267,C15H12I2O4,510.063
20177,C5H7O3,115.10728
136265,C46H76NO10P,834.072
20184,C14H10O,194.2286
20185,C14H9O4S,273.28486
151265,C11H20O10,312.271
20198,C4H7N,69.10512
134274,C25H44NO8P,269.146
134276,C23H46NO8P,269.146
151298,C6H12O6,180.156
134278,C16H22N6O7S,442.449
134279,C21H44NO7P,213.126
134281,C7H8S,124.205
20244,C29H48O3,444.68962
134282,C7H8OS,140.204
20251,C22H16N4O4,400.387
20252,C14H11N3O4S,317.32
134285,C31H56O5,89.07
20265,C30H54,414.74976
134286,C7H11NO6,205.166
134291,C21H30NO7P,267.173
151369,C6H12O6,180.156
20302,C9H11N3O3,209.2019
134293,C23H42NO8P,269.146
20305,C11H17N3O6,287.2693
20307,C7H9N3O3,183.1647
134294,C25H42NO8P,269.146
20313,C6H6NO3S,172.182
151400,C5H10O5,150.13
20331,C6H6ClN,127.572
134300,C23H44NO8P,311.226
20339,C10H8ClNO2,209.62876
134301,C36H30O16,718.62
134303,C26H52NO8P,311.226
134304,C26H48NO8P,311.226
134305,C26H46NO8P,311.226
20364,C7H5FO2,140.1118
20367,C8H6O4,166.1308
134307,C7H8OS,140.204
134308,C21H21O5,353.389
151453,C12H24O10,328.314
20384,C6H11NO5,177.1552
20386,C18H37NO3,315.4913
20391,C6H14N2O3,162.187
20392,C5H9NO3,131.1299
151463,C11H20O10,312.271
20408,C7H7N3O5,213.1476
20414,C8H8O3,152.1473
20415,C8H8O4,168.1467
151495,C6H12O6,180.156
151498,C12H22O11,342.297
151502,C12H22O10,326.298
20435,C7H4HgO2,320.69546
20440,C6H11NO4,161.1558
20441,C5H10NO2,116.13844
20450,C8H8O3,152.1473
20462,C10H14O2,166.21696
20469,C14H10O,194.2286
20470,C14H9O4S,273.28486
20476,C7H4O5S,200.16966
20478,C6H5O5S,189.1669
20479,C6H4O7S,220.15776
20480,C9H12N2O5S,260.267
20489,C15H17N3O4,303.3132
151572,C11H18O11,326.254
20502,C20H23N7O6,457.4402
20506,C19H23N7O6,445.4295
151585,C15H28O13,416.376
20515,C9H4NO4,190.1324
282662,C15H34BrN,308.341
20530,C11H14N2O9,318.2369
20538,C29H46O7,506.67134
20550,C7H7NO2,137.136
20551,C7H6NO3,152.1274
20552,C4H3BrN2O2,190.983
20553,C9H11BrN2O6,323.09752
20570,C10H16O2,168.23284
20582,C10H10O5,210.185
20596,C11H17N3O6S,319.334
20597,C12H16N2O7S,332.33
20598,C12H16N2O8,316.264
151670,C12H22O10,326.298
20601,C10H14N2O7,274.2274
20602,C10H14N2O5S,274.29464
20604,C7H16N4O2,188.2275
20605,C11H17N3O6,287.2692
20607,C10H15N3O5,257.24332
151680,C12H22O11,342.297
20629,C15H25N5O20P4,719.276
151701,C11H18O11,326.254
20640,C28H50,386.6966
20642,C24H42,330.59028
151717,C12H20O14S,420.34
134362,C4HOR7,65.05
20651,C28H46O,398.66424
20652,C28H50,386.6966
20653,C18H30,246.4308
20654,C30H52,412.73388
20655,C29H52,400.72318
20656,C21H36,288.51054
146704,C16H28O14,444.386
20658,C29H52,400.72318
20659,C19H32,260.45738
151732,C12H22O11,342.297
20661,C24H38O2,358.55732
20662,C28H50,386.6966
20664,C24H42,330.59028
20669,C28H50,386.6966
20670,C18H30,246.4308
20671,C27H46O,386.65354
20672,C30H52,412.73388
20673,C29H52,400.72318
20674,C21H36,288.51054
20675,C27H44O2,400.63706
20676,C29H52,400.72318
20680,C9H13N5O3,239.232
136285,C100H164N5O88P3,2937.278
151754,C12H22O10,326.298
151758,C6H12O6,180.156
20689,C6H7N5O,165.1527
151762,C11H20O10,312.271
20697,C10H9NO2,175.184
20700,C10H9NO3S,223.2494
20710,C28H48O3,432.67892
20712,C28H50O4,450.6942
20714,C28H50O2,418.6954
20716,C28H50O3,434.6948
20717,C28H50O3,434.6948
20725,C9H11NO5,213.18738
151798,C12H22O11,342.297
20741,C7H14O6,194.1825
20745,C14H7Cl4O4,381.015
20747,C28H48O2,416.67952
20750,C6H8O10P,271.09548
20760,C28H50O5,466.6936
20761,C28H50O2,418.6954
20764,C15H20O5,280.3163
20787,C20H15Br,335.2371
20794,C11H16N5O5,298.27544
20805,C15H20O5,280.3163
20814,C14H10O2,210.228
20830,C20H20O6,356.3692
20831,C20H18O7,370.357
20832,C14H9O4S,273.28486
20833,C15H21N5O5,351.3577
20838,C15H21N5O5,351.3577
20847,C17H27N5O16P2,619.368
151922,C15H28O13,416.376
151923,C12H22O11,342.297
151938,C12H22O11,342.297
151950,C12H22O14S,422.35
20891,C9H16NO8P,297.19904
151964,C11H20O10,312.271
20899,C6H13NO2,131.17296
20909,C5H7O7,179.105
20910,C5H8O7,180.11282
151981,C12H22O10,326.298
20912,C5H10O6,166.1293
152005,C12H23NO10,341.313
152007,C36H61N3O25,935.88
20937,C6H10O7,194.14
152009,C12H22O10,326.298
152022,C14H25NO11,383.35
152042,C14H25NO11,383.35
152044,C12H22O10,326.298
152047,C12H22O11,342.297
152048,C9H10FNO2,183.182
152051,C15H12O6,288.255
152052,C15H12O6,288.255
152053,C15H12O6,288.255
152054,C15H10O5,270.24
152055,C15H9O5,269.233
152056,C30H18O10,538.464
152057,C30H16O10,536.449
152058,C2H5ClHg,265.1
20993,C6H13NO5,179.17116
20995,C6H14NO8P,259.15106
152069,C6H12O6,180.156
21006,C6H13O9P,260.136
152088,C12H22O11,342.297
152096,C14H25NO11,383.35
152105,C6H12O6,180.156
21040,C6H8O8,208.12292
21041,C6H10O8,210.1388
134440,O3Ti2,143.732
21048,C6H9O8,209.131
21049,C6H10O8,210.1388
152122,C12H22O10,326.298
21056,C6H13NO6,195.1705
134444,C20H34O4,338.482
21077,C5H10O6,166.1293
134448,C44H79O10P,300.157
152156,C6H12O5,164.157
21092,C6H15O9P,262.15166
134450,C45H72NO8P,269.146
134451,C41H80NO8P,746.05
21099,C6H10O7,194.1394
21100,C6H9O8,209.13086
21101,C6H10O8,210.1388
152179,C16H28N2O11,424.403
152182,C12H23NO10,341.313
134454,C42H82NO6P,728.079
134455,OTi,63.866
152193,C14H25NO11,383.35
134456,C20H30O5,350.45
134457,C15H19NO9,357.313
21137,Fe3S4,295.8
21143,Fe8S9R7,735.345
152218,C11H20O10,312.271
134461,C48H76NO10P,858.092
21161,C16H23N5O17P2,619.3246
21164,C16H25N5O16P2,605.3411
134466,C80H156O5,1198.095
134467,C4H7NO2,101.104
21182,C23H30Cl5N3O,541.76742
21183,C21H27Cl4N3O,479.2695
21184,C30H31ClN6,511.06028
134468,C14H20N2O4S,312.386
134469,C42H82O8,715.097
152267,C28H48N2O21,748.685
21203,C6H12NO2,130.16502
21217,C3H8N2O,88.1084
152296,C6H12O6,180.156
21225,C5H7O7,179.105
21226,C5H8O7,180.11282
152304,C12H20O14S,420.34
152307,C12H22O10,326.298
21236,C6H15N5O,173.2162
152309,C12H22O11,342.297
134479,C20H38O2,310.515
21239,C10H13NO5,227.21396
152314,C14H25NO11,383.35
21248,C4H8N2O3,132.118
152323,C14H27NO11,385.366
134482,C16H22N2O5S,354.423
152331,C12H24O11,344.313
21260,C3H7NO5S,169.156
134484,C18H23N3O4S,377.46
21264,C13H22N4O8S2,426.466
134486,C9H16NO8PR2,297.199
152346,C12H22O11,342.297
134487,C39H78NO8P,311.226
21282,C6H13N2O2,145.1796
21285,C5H9NO5,163.1287
21288,C4H8O4,120.10392
21291,C6H11O6,179.14794
21309,C5H11N3O2,145.1597
152395,C12H24O11,344.313
134496,C7H17N4O7P,300.207
21332,C6H8O8,208.1229
21333,C6H10O8,210.1388
21336,C6H12O7,196.1553
21337,C6H12O7,196.156
21338,C6H9O7,193.132
134499,C20H34O5,354.482
152409,C14H25NO10,367.351
134500,C19H24N3O,310.414
21345,C6H14N2O,130.1882
21347,C6H12N2O4S,208.235
21349,C6H14N2O,130.1882
134501,C45H90NO8P,311.226
21354,C7H16N2O2,160.2141
152426,C11H20O10,312.271
21358,C6H9O8,209.131
21359,C6H10O8,210.1388
134503,C46H72NO10P,830.04
152432,C14H25NO11,383.35
21362,C5H12N2OS,148.227
21363,C5H11NO4S,181.21
134504,C9H13N5O4P,286.205
21371,C9H12N2O,164.2044
152443,C14H25NO11,383.35
21374,C5H10N2O,114.1457
134506,C55H105NO13,988.423
21376,C6H12O6,180.156
21397,C6H9O8,209.13086
21398,C6H10O8,210.1388
545687,C12H20O4,228.2848
21405,C4H8O4,120.10392
146734,C24H42O21,666.579
21412,C9H12N2O2,180.2038
152485,C12H22O14S,422.35
21415,C9H10NO3R,180.181
134516,C20H32O6,368.465
134517,C23H35NO7S,469.593
21440,C15H20N6O8,412.355
21457,C16H22N6O8S,458.446
152542,C16H28N2O11,424.403
152543,C40H68N2O29,1040.969
152555,C12H14ClO4,257.69
21484,C14H14N2O5,290.272
152556,C6H12O6,180.156
152558,C6H12O6,180.156
152557,C23H31N9O4,497.56
152560,C25H32N4O4,452.555
152561,C25H25FN4O4,464.497
152562,C6H12O6,180.156
21494,C2H4NO2R,74.059
21498,C13H21NO10,351.30658
152570,C29H38N2O5,494.632
21500,C13H21NO10,351.30658
152596,C12H24O11,344.313
21547,C6H9NO5,175.1394
21549,C7H10NO5,188.16
21553,C7H12N2O4,188.1812
21555,C8H15NO3,173.2096
152628,C14H25NO11,383.35
21557,C7H13NO3S,191.248
21560,C7H11NO3,157.1671
21563,C11H13NO4,223.226
21565,C7H13NO3,159.183
21583,C42H70N3O30,1097.00742
21589,C42H70N3O30,1097.00742
21601,C8H15NO6,221.208
152679,C12H22O11,342.297
21615,C11H19NO8,293.2705
134555,C81H144O17P2,1451.95
134556,C37H70O5,594.95
21626,C11H13NO3,207.22586
134558,C39H68O5,616.956
134559,C41H72O5,645.009
21645,C7H13N4O3R,201.203
21647,C5H6NO5R,160.1048
134561,C39H74O5,623.003
134562,C41H74O5,647.025
146744,C18H32O16,504.438
545959,C9H10O4,182.1733
134566,C43H72O5,669.03
134567,C39H72O5,620.987
134568,C39H70O5,618.971
134569,C41H70O5,642.993
21694,C4H7NO4,133.10272
21695,C6H8N4O2,168.1533
134570,C43H74O5,671.046
152771,C12H22O10,326.298
134571,C5H6O5R2,616.956
134572,C57H104N2O21,942.031
152782,C11H18O11,326.254
21717,C3H5NO3,103.077
134575,C37H74NO8P,691.961
21727,C8H15NO7,237.208
134578,C38H74NO8P,703.971
152811,C12H22O11,342.297
21745,C6H8NO5R,174.132
152825,C5H10O5,150.13
21756,C7H16N2O2,160.2141
21759,C2H5N5O3,147.0928
21763,C3H9NO,75.1097
21780,C19H37NO3S,359.57
152854,C5H10O5,150.13
152858,C6H12O6,180.156
134591,C41H76NO8P,742.019
21803,C6H7N5O,165.15288
21816,C5H9N2O3,145.13664
21818,C6H7N5O,165.153
152895,C6H12O5,164.157
21826,C19H36N4O11,496.51
134596,C44H80NO8P,782.083
152898,C12H24O11,344.313
134597,C46H82NO8P,808.121
146751,C20H35NO16,545.491
134598,C46H80NO8P,806.105
21839,C5H7N3O,125.1286
21847,C5H9N2O3,145.13664
21848,C7H16N4O2,188.2275
21858,C10H23N3O3,233.30804
21860,C12H21N3O3,255.318
134603,C40H82NO7P,720.057
146752,C20H35NO14,513.493
21868,C16H26N7O8P,475.394
152941,C12H22O11,342.297
134606,C12H13N5O4,291.263
21884,C7H14N2O3,174.1977
21885,C8H17N3O3,203.239
21887,C14H26N2O3S2,334.498
134608,C22H30O4,358.472
146753,C28H48N2O21,748.685
21891,C11H15N5O4,281.2679
134609,C6H10N2O3,158.155
152964,C12H22O11,342.297
134610,C8H12N2O6,232.191
152976,C11H20O10,312.271
152991,C18H34O15,490.455
134617,C18H34O3,298.461
21949,C11H21NO4,231.2887
153023,C6H12O9S,260.21
134622,C7H11NO2,141.168
21969,C4H10NO6P,199.099
134625,[13C]6H12O6,186.11
21977,C11H21N2O11P,388.265
546274,C8H7NO5,197.1449
153065,C5H10O5,150.13
153066,C6H3O7,187.085
134631,(CH2)n.C5H11NO2S,134631
134633,C8H17NO2S,191.292
146758,C5H10O5,150.13
153088,C16H28N2O11,424.403
22024,C18H31NO3S,341.509
153108,C12H22O11,342.297
22046,C23H39NO2S,393.626
22050,C5H10N2O3S,178.21058
22058,C13H25NO2S2,291.476
153130,C12H24O11,344.313
22065,C19H37NO3S,359.567
22066,C3H8NO5PS,201.138
136340,C31H38N2O11,614.641
153143,C12H24O11,344.313
153151,C5H10O5,150.13
22099,C15H25N3O16P2,565.31714
22102,C15H25N3O16P2,565.31714
153179,C12H22O11,342.297
153200,C12H22O11,342.297
22144,C15H20O3,248.3175
22151,C21H30O9,426.4575
22152,C15H20O4,264.3169
22154,C12H10,154.2078
153262,C12H22O11,342.297
22191,C2H3O5P,138.01598
153263,C12H24O11,344.313
22204,C9H21N3O,187.283
22210,C6H3O6,171.08442
22211,C6H6O6,174.10824
153285,C31H52N2O24,836.747
153294,C12H22O11,342.297
134676,C16H11Cl2NO2,320.171
22259,C15H22N5O13P2,542.3086
22261,C10H12N5O3,250.23418
22263,C10H13N5O6P,330.21408
22279,C3H6NO2,88.0852
22280,C3H6NO,72.08588
22285,C6H10O8,210.1388
22307,CH2NOR,44.0327
22326,HOSR,49.073
22340,C16H26O2,250.3764
22357,C6H12O6,180.15588
153430,C12H22O11,342.297
146772,C14H27NO14S,465.42
153445,C16H28N2O11,424.403
22388,C6H13O9P,260.13578
153460,C6H12O6,180.156
22407,C26H44NO20,690.6223
153487,C12H23O14P,422.276
22423,C12H22O10,326.29708
146775,C20H37NO15,531.508
22440,C6H13N4O2R,173.193
22445,C4H6NO3,116.09538
22450,C20H20N2O3,336.3844
22453,C5H8NO3,130.12196
153535,C12H22O10,326.298
153538,C12H23O14P,422.276
22469,C10H18O,154.24932
22470,C29H50O2,430.707
22472,C9H17N5S,227.33098
153547,C7H12O7,208.166
153554,C6H12O6,180.156
146777,C20H35NO16,545.491
22493,C6H6NO3S,172.183
22495,C7H7NO2,137.136
153569,C12H15ClO4,258.7
153570,C13H18N2O2,234.299
153571,C9H13N,135.21
153572,C13H18O7,286.28
153573,C25H36O8,464.555
22502,C2H6N,44.07578
153582,C11H20O10,312.271
546807,C14H25NO11,383.3484
546808,C12H22O11,342.2965
22525,C3H6N2,70.093
22526,C19H20N8O5,440.41302
22542,C19H28O2,288.4244
153617,C6H12O6,180.156
136359,C20H30O5,350.45
546840,C12H15NO8,301.2494
153635,C28H48N2O20,732.686
136360,C96H163N4O81P,2700.277
153660,C12H22O11,342.297
22599,C5H10O5,150.1299
153675,C16H28N2O11,424.403
22605,C5H12O5,152.146
22610,C20H31O,287.45954
22612,C20H33,273.47602
22614,C20H39O,295.524
22618,C6H13N4O2,173.19318
22619,C6H13N4O,157.19378
22634,C4H6As2O4,267.93124
153708,C6H12O5,164.157
22653,C4H8N2O3,132.118
22655,C4H7N2O3,131.11006
22656,C4H7N2O2,115.11066
153729,C11H20O10,312.271
22660,C4H7NO4,133.10272
22662,C4H6NO4,132.09478
22663,C4H5NO2,99.08804
22678,C12H22N2O8,322.31176
22686,C55H72MgN4O6,909.48854
153758,C12H22O11,342.297
22689,C35H58O9,622.8296
22696,C22H43O,323.57622
153793,C11H20O10,312.271
153794,C11H20O10,312.271
22731,C9H7O3,163.15008
22733,C7H5O,105.114
22744,C7H7,91.13048
22746,C32H46N7O19P3S,957.7307
22748,C12H16O3,208.2536
153828,C12H22O11,342.297
22783,C14H24NO10,366.3411
22788,C45H79N2O23R,1016.11
22798,C6H11O6R,179.148
22801,C25H46NO8R,488.636
153875,C12H23NO10,341.313
153890,C12H22O11,342.297
22832,C4H6NO3,116.09538
22838,C20H22N2O3,338.401
22841,C8H20OSn,250.9538
22842,C12H28OSn,307.06012
22843,C4H12OSn,194.84748
153935,C16H28N2O11,424.403
136372,C25H47NO4,425.646
153954,C12H24O11,344.313
22885,C10H15N2O2S,227.303
22893,C2H6N2O4,122.08
22894,C40H48MoN20O26P4S4,1573.02
153969,C12H22O10,326.298
22899,C17H14O7,330.28886
153974,C6H12O6,180.156
22908,BO3,58.8092
153986,C12H22O11,342.297
22927,Br,79.904
22934,C24H38O2,358.55732
22958,C4H4O4,116.07216
22959,C4H6O2,86.089
22966,C4H12Sn,178.84808
22972,C4H7O,71.09778
22977,Cd,112.411
154052,C12H22O11,342.297
22984,Ca,40.078
154058,C12H22O11,342.297
22990,C11H8N2S,200.261
22998,C20H21NO4,339.385
154073,C12H22O11,342.297
23004,CH2NO,44.03272
23012,CS2,76.1427
23019,CO,28.0101
23046,C10H16O,152.23344
23051,C28H48O5,464.67772
23053,C15H14O6,290.269
23057,C28H48O3,432.67892
154133,C12H22O11,342.297
23064,C10H11NO5S,257.26408
23066,C7H5NO3SR2,183.185
23080,C26H51O,379.68254
23081,C26H53,365.69902
23098,C6H12O6,180.156
23101,C16H28N2O11,424.401
23116,Cl,35.4527
23120,C3H5ClO,92.5239
23123,C2H2ClO2,93.489
154224,C12H22O10,326.298
23178,C27H46,370.65414
154259,C6H12O6,180.156
23203,C48H76N7O18P3S,1164.15
154275,C12H22O11,342.297
23220,C24H39O4,391.56406
154293,C16H28N2O11,424.403
136386,C48H95O10P,863.238
23234,Cr2H2O7,218.00388
23246,C9H9NO,147.1739
23248,C9H7O2,147.15068
136387,C44H89N2O6P,773.1627
146808,C12H22O10,326.298
136388,C45H91N2O6P,787.18932
